clima_id,ciudad_id,fecha,temperatura_c,humedad_pct,viento_kmh,lluvia,mm_lluvia,es_festivo
449,3,2024-03-25,24.8,65.8,13.0,False,0.0,False
450,3,2024-03-26,26.0,60.3,10.6,True,2.3,False
451,3,2024-03-27,24.8,66.7,20.7,False,0.0,False
452,3,2024-03-28,26.8,52.4,15.8,False,0.0,False
453,3,2024-03-29,26.6,73.6,8.2,True,3.5,False
454,3,2024-03-30,23.8,67.8,12.5,True,1.3,False
455,3,2024-03-31,24.4,45.2,16.4,True,44.9,True
456,3,2024-04-01,26.7,48.4,19.8,False,0.0,True
457,3,2024-04-02,29.4,56.0,18.7,False,0.0,False
458,3,2024-04-03,24.9,57.6,24.2,True,0.8,False
459,3,2024-04-04,24.9,63.5,20.2,False,0.0,False
460,3,2024-04-05,30.0,75.0,17.8,True,6.6,False
461,3,2024-04-06,27.6,57.6,10.7,True,13.1,False
462,3,2024-04-07,26.0,70.9,11.4,True,0.5,True
463,3,2024-04-08,26.2,73.8,9.4,True,9.8,False
464,3,2024-04-09,25.6,55.3,13.5,True,3.2,False
465,3,2024-04-10,29.0,67.0,9.9,True,2.0,False
466,3,2024-04-11,29.7,59.2,15.0,True,8.1,False
467,3,2024-04-12,25.3,70.7,21.5,True,4.2,False
468,3,2024-04-13,29.1,58.1,9.5,False,0.0,False
469,3,2024-04-14,26.3,47.9,15.3,False,0.0,True
470,3,2024-04-15,25.7,70.3,13.2,True,2.4,False
471,3,2024-04-16,27.0,57.7,9.3,True,14.8,False
472,3,2024-04-17,20.3,63.6,12.5,True,1.1,False
473,3,2024-04-18,29.3,58.3,11.6,True,5.5,False
474,3,2024-04-19,26.9,65.2,11.7,True,7.5,False
475,3,2024-04-20,25.8,60.4,10.5,True,8.6,False
476,3,2024-04-21,24.3,60.2,15.5,False,0.0,True
477,3,2024-04-22,27.8,55.6,20.0,False,0.0,False
478,3,2024-04-23,25.5,61.8,11.0,False,0.0,False
479,3,2024-04-24,21.2,69.1,16.9,False,0.0,False
480,3,2024-04-25,25.4,62.5,16.1,False,0.0,False
481,3,2024-04-26,25.8,57.2,17.5,True,22.1,False
482,3,2024-04-27,24.2,68.4,9.0,True,31.8,False
483,3,2024-04-28,23.3,81.3,14.3,True,1.8,True
484,3,2024-04-29,26.7,55.5,12.7,False,0.0,False
485,3,2024-04-30,25.1,57.7,16.5,False,0.0,False
486,3,2024-05-01,25.1,70.1,24.7,False,0.0,True
487,3,2024-05-02,26.9,67.5,14.7,True,1.0,False
488,3,2024-05-03,25.3,55.4,14.3,False,0.0,False
489,3,2024-05-04,23.5,61.5,12.2,True,4.9,False
490,3,2024-05-05,30.0,76.2,9.9,False,0.0,True
491,3,2024-05-06,26.0,56.2,13.3,True,6.3,False
492,3,2024-05-07,28.7,57.0,16.4,True,0.4,False
493,3,2024-05-08,25.0,54.4,14.5,True,2.4,False
494,3,2024-05-09,29.2,59.1,16.0,True,1.8,False
495,3,2024-05-10,27.8,61.4,13.3,True,4.8,False
496,3,2024-05-11,32.4,64.4,11.0,False,0.0,False
497,3,2024-05-12,28.6,57.5,6.7,True,13.8,True
498,3,2024-05-13,26.4,77.0,18.3,True,12.6,False
499,3,2024-05-14,27.5,60.5,9.1,True,12.8,False
500,3,2024-05-15,26.2,56.9,18.1,True,9.5,False
501,3,2024-05-16,25.3,58.8,10.2,False,0.0,False
502,3,2024-05-17,26.8,56.1,14.8,True,4.6,False
503,3,2024-05-18,26.0,73.3,13.7,True,17.1,False
504,3,2024-05-19,26.9,53.5,15.7,False,0.0,True
505,3,2024-05-20,23.6,60.0,14.1,True,17.1,False
506,3,2024-05-21,25.5,76.3,14.9,False,0.0,False
507,3,2024-05-22,26.4,59.2,15.4,True,17.7,False
508,3,2024-05-23,25.4,76.5,15.4,True,13.7,False
509,3,2024-05-24,28.6,61.1,5.5,True,3.0,False
510,3,2024-05-25,24.8,58.0,18.0,True,5.5,False
511,3,2024-05-26,27.7,66.4,13.0,True,1.5,True
512,3,2024-05-27,25.3,56.7,5.9,True,1.2,False
513,3,2024-05-28,27.5,72.1,7.9,False,0.0,False
514,3,2024-05-29,28.5,65.2,13.9,True,14.7,False
515,3,2024-05-30,24.2,64.6,9.3,False,0.0,False
516,3,2024-05-31,28.4,58.3,14.8,False,0.0,False
517,3,2024-06-01,26.6,59.9,16.3,False,0.0,True
518,3,2024-06-02,25.1,73.0,18.1,True,2.6,True
519,3,2024-06-03,24.0,56.6,16.1,True,5.8,False
520,3,2024-06-04,26.4,64.8,16.0,False,0.0,False
521,3,2024-06-05,27.3,70.9,15.6,False,0.0,False
522,3,2024-06-06,25.5,67.4,21.6,False,0.0,False
523,3,2024-06-07,25.7,54.2,18.4,False,0.0,False
524,3,2024-06-08,25.8,44.6,17.4,False,0.0,False
525,3,2024-06-09,24.9,61.3,15.3,False,0.0,True
526,3,2024-06-10,26.4,67.7,12.3,False,0.0,False
527,3,2024-06-11,27.0,59.9,17.0,False,0.0,False
528,3,2024-06-12,27.2,69.1,11.9,True,0.1,False
529,3,2024-06-13,26.7,76.7,13.1,True,2.6,False
530,3,2024-06-14,25.3,46.9,12.8,True,0.1,False
531,3,2024-06-15,23.9,53.5,17.8,True,7.3,False
532,3,2024-06-16,29.4,61.2,13.3,False,0.0,True
533,3,2024-06-17,26.1,71.3,10.3,False,0.0,False
534,3,2024-06-18,26.5,69.8,16.0,False,0.0,False
535,3,2024-06-19,26.4,70.0,3.2,False,0.0,False
536,3,2024-06-20,27.4,56.8,6.7,False,0.0,False
537,3,2024-06-21,27.8,63.8,22.4,True,11.9,False
538,3,2024-06-22,23.8,71.8,21.0,False,0.0,False
539,3,2024-06-23,24.0,68.3,10.1,False,0.0,True
540,3,2024-06-24,26.1,79.4,13.3,True,3.9,False
541,3,2024-06-25,26.2,66.4,14.2,False,0.0,False
542,3,2024-06-26,29.4,57.0,14.8,False,0.0,False
543,3,2024-06-27,25.1,44.3,13.1,True,2.3,False
544,3,2024-06-28,21.9,50.0,17.0,True,1.7,False
545,3,2024-06-29,26.2,50.3,12.8,False,0.0,False
546,3,2024-06-30,24.5,64.6,19.4,False,0.0,True
